Filename;Annotation tag;Lower right corner X;Lower right corner Y;Occluded,On another road;Origin file;Origin frame number;Origin track;Origin track frame number;Upper left corner X;Upper left corner Y
aiua120214-2/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/stop_1331866955.avi_image9.png;signalAhead;652.0;230.0;0,0;aiua120214-2/DataLog02142012_002_external_camera.avi;15603.0;stop_1331866955.avi;92.0;632.0;210.0
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/stop_1333392917.avi_image4.png;stop;986.0;160.0;0,0;aiua120306-0/DataLog02142012_002_external_camera.avi;35340.0;stop_1333392917.avi;22.0;938.0;111.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/yield_1333395823.avi_image7.png;yield;382.0;169.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;22691.0;yield_1333395823.avi;37.0;335.0;128.0
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/keepRight_1333393709.avi_image11.png;keepRight;429.0;253.0;0,0;aiua120306-0/DataLog02142012_002_external_camera.avi;50329.0;keepRight_1333393709.avi;57.0;407.0;225.0
negativePics/nosign07794.png;;;;;;;;;;
negativePics/nosign02586.png;;;;;;;;;;
negativePics/nosign06736.png;;;;;;;;;;
negativePics/nosign08151.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/noLeftTurn_1333396099.avi_image1.png;noLeftTurn;760.0;120.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;27947.0;noLeftTurn_1333396099.avi;7.0;714.0;71.0
negativePics/nosign09018.png;;;;;;;;;;
negativePics/nosign10316.png;;;;;;;;;;
negativePics/nosign08647.png;;;;;;;;;;
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/schoolSpeedLimit_1333388509.avi_image3.png;schoolSpeedLimit25;741.0;208.0;0,0;aiua120306-0/DataLog02142012_002_external_camera.avi;7839.0;schoolSpeedLimit_1333388509.avi;17.0;724.0;176.0
negativePics/nosign00810.png;;;;;;;;;;
negativePics/nosign04084.png;;;;;;;;;;
negativePics/nosign05396.png;;;;;;;;;;
aiua120214-1/frameAnnotations-DataLog02142012_001_external_camera.avi_annotations/merge_1331865721.avi_image2.png;merge;612.0;203.0;0,0;aiua120214-1/DataLog02142012_001_external_camera.avi;13759.0;merge_1331865721.avi;12.0;578.0;170.0
aiua120214-2/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/stop_1331866955.avi_image21.png;signalAhead;670.0;217.0;0,0;aiua120214-2/DataLog02142012_002_external_camera.avi;15723.0;stop_1331866955.avi;212.0;645.0;192.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/curveRight_1333396823.avi_image0.png;curveRight;664.0;198.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;41642.0;curveRight_1333396823.avi;2.0;636.0;170.0
negativePics/nosign05774.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/keepRight_1333396243.avi_image3.png;keepRight;348.0;239.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;31288.0;keepRight_1333396243.avi;116.0;329.0;214.0
aiua120214-2/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/speedLimit_1331867115.avi_image13.png;speedLimit25;934.0;193.0;0,0;aiua120214-2/DataLog02142012_002_external_camera.avi;19476.0;speedLimit_1331867115.avi;67.0;879.0;129.0
negativePics/nosign10162.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/dip_1333396129.avi_image0.png;dip;681.0;177.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;28439.0;dip_1333396129.avi;2.0;650.0;149.0
negativePics/nosign10602.png;;;;;;;;;;
negativePics/nosign08373.png;;;;;;;;;;
negativePics/nosign10987.png;;;;;;;;;;
negativePics/nosign06823.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/speedLimit35_1333395189.avi_image10.png;speedLimit35;824.0;175.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;11057.0;speedLimit35_1333395189.avi;52.0;791.0;133.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/pedestrianCrossing_1333395860.avi_image11.png;yield;654.0;195.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;23346.0;pedestrianCrossing_1333395860.avi;57.0;631.0;173.0
negativePics/nosign08781.png;;;;;;;;;;
negativePics/nosign02810.png;;;;;;;;;;
negativePics/nosign10493.png;;;;;;;;;;
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/stop_1333388712.avi_image12.png;stop;488.0;205.0;0,0;aiua120306-0/DataLog02142012_002_external_camera.avi;9099.0;stop_1333388712.avi;62.0;464.0;180.0
negativePics/nosign00786.png;;;;;;;;;;
negativePics/nosign07275.png;;;;;;;;;;
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/signalAhead_1333393977.avi_image1.png;signalAhead;630.0;225.0;0,0;aiua120306-0/DataLog02142012_002_external_camera.avi;53238.0;signalAhead_1333393977.avi;7.0;606.0;201.0
negativePics/nosign03639.png;;;;;;;;;;
negativePics/nosign05731.png;;;;;;;;;;
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/speedLimit65_1333391784.avi_image7.png;speedLimit65;702.0;203.0;0,0;aiua120306-0/DataLog02142012_002_external_camera.avi;20343.0;speedLimit65_1333391784.avi;37.0;677.0;174.0
negativePics/nosign10660.png;;;;;;;;;;
negativePics/nosign11609.png;;;;;;;;;;
aiua120214-1/frameAnnotations-DataLog02142012_001_external_camera.avi_annotations/pedestrianCrossing_1331866046.avi_image9.png;signalAhead;805.0;203.0;0,0;aiua120214-1/DataLog02142012_001_external_camera.avi;20749.0;pedestrianCrossing_1331866046.avi;47.0;770.0;167.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/keepRight_1333395677.avi_image20.png;keepRight;309.0;268.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;20829.0;keepRight_1333395677.avi;102.0;267.0;212.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/pedestrianCrossing_1333397756.avi_image29.png;pedestrianCrossing;813.0;168.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;56239.0;pedestrianCrossing_1333397756.avi;176.0;762.0;116.0
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/signalAhead_1330546728.avi_image1.png;signalAhead;406.0;224.0;0,0;aiua120214-0/DataLog02142012_external_camera.avi;21169.0;signalAhead_1330546728.avi;7.0;385.0;204.0
negativePics/nosign06084.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/yield_1333395789.avi_image13.png;pedestrianCrossing;698.0;207.0;1,0;aiua120306-1/DataLog02142012_003_external_camera.avi;22088.0;yield_1333395789.avi;67.0;669.0;179.0
negativePics/nosign05431.png;;;;;;;;;;
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/signalAhead_1330547327.avi_image3.png;signalAhead;447.0;192.0;0,0;aiua120214-0/DataLog02142012_external_camera.avi;35010.0;signalAhead_1330547327.avi;17.0;411.0;154.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/stop_1333397736.avi_image3.png;stop;755.0;207.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;55612.0;stop_1333397736.avi;17.0;725.0;177.0
negativePics/nosign07290.png;;;;;;;;;;
negativePics/nosign05008.png;;;;;;;;;;
negativePics/nosign03392.png;;;;;;;;;;
negativePics/nosign05563.png;;;;;;;;;;
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/zoneAhead25_1333393809.avi_image8.png;zoneAhead25;773.0;187.0;1,1;aiua120306-0/DataLog02142012_002_external_camera.avi;52217.0;zoneAhead25_1333393809.avi;42.0;747.0;157.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/pedestrianCrossing_1333396425.avi_image12.png;pedestrianCrossing;628.0;215.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;35263.0;pedestrianCrossing_1333396425.avi;62.0;600.0;185.0
negativePics/nosign08468.png;;;;;;;;;;
negativePics/nosign07954.png;;;;;;;;;;
negativePics/nosign03352.png;;;;;;;;;;
negativePics/nosign08271.png;;;;;;;;;;
negativePics/nosign10205.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/speedLimit35_1333396327.avi_image2.png;speedLimit35;706.0;144.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;32906.0;speedLimit35_1333396327.avi;12.0;687.0;121.0
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546821.avi_image0.png;signalAhead;704.0;226.0;0,0;aiua120214-0/DataLog02142012_external_camera.avi;23409.0;pedestrianCrossing_1330546821.avi;2.0;688.0;209.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/pedestrianCrossing_1333395762.avi_image7.png;pedestrianCrossing;974.0;170.0;1,0;aiua120306-1/DataLog02142012_003_external_camera.avi;21680.0;pedestrianCrossing_1333395762.avi;37.0;914.0;110.0
negativePics/nosign09403.png;;;;;;;;;;
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/addedLane_1333394103.avi_image15.png;addedLane;323.0;179.0;0,0;aiua120306-0/DataLog02142012_002_external_camera.avi;54862.0;addedLane_1333394103.avi;77.0;222.0;74.0
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/speedLimit_1330545914.avi_image28.png;speedLimit25;828.0;157.0;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2913.0;speedLimit_1330545914.avi;198.0;785.0;107.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/yield_1333395789.avi_image9.png;yield;819.0;155.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;22068.0;yield_1333395789.avi;47.0;766.0;108.0
negativePics/nosign05783.png;;;;;;;;;;
negativePics/nosign03498.png;;;;;;;;;;
negativePics/nosign09389.png;;;;;;;;;;
aiua120214-1/frameAnnotations-DataLog02142012_001_external_camera.avi_annotations/addedLane_1331865882.avi_image15.png;addedLane;663.0;208.0;0,0;aiua120214-1/DataLog02142012_001_external_camera.avi;17397.0;addedLane_1331865882.avi;77.0;629.0;174.0
aiua120214-2/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/signalAhead_1331866552.avi_image5.png;signalAhead;439.0;248.0;0,0;aiua120214-2/DataLog02142012_002_external_camera.avi;6551.0;signalAhead_1331866552.avi;27.0;417.0;227.0
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/curveLeft_1333391702.avi_image1.png;curveLeft;682.0;208.0;0,0;aiua120306-0/DataLog02142012_002_external_camera.avi;19575.0;curveLeft_1333391702.avi;7.0;635.0;160.0
negativePics/nosign08396.png;;;;;;;;;;
aiua120214-2/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/laneEnds_1331866559.avi_image7.png;laneEnds;590.0;193.0;0,0;aiua120214-2/DataLog02142012_002_external_camera.avi;6698.0;laneEnds_1331866559.avi;37.0;561.0;163.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/pedestrianCrossing_1333396084.avi_image15.png;speedLimit25;672.0;200.0;1,0;aiua120306-1/DataLog02142012_003_external_camera.avi;27850.0;pedestrianCrossing_1333396084.avi;77.0;648.0;173.0
aiua120214-2/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/rampSpeedAdvisory_1331866717.avi_image4.png;rampSpeedAdvisory45;740.0;221.0;0,1;aiua120214-2/DataLog02142012_002_external_camera.avi;10127.0;rampSpeedAdvisory_1331866717.avi;22.0;722.0;196.0
negativePics/nosign10395.png;;;;;;;;;;
aiua120214-2/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/speedLimit_1331866517.avi_image6.png;speedLimit35;845.0;212.0;0,0;aiua120214-2/DataLog02142012_002_external_camera.avi;5740.0;speedLimit_1331866517.avi;32.0;826.0;190.0
negativePics/nosign11562.png;;;;;;;;;;
negativePics/nosign09591.png;;;;;;;;;;
negativePics/nosign04098.png;;;;;;;;;;
negativePics/nosign09074.png;;;;;;;;;;
negativePics/nosign11351.png;;;;;;;;;;
negativePics/nosign02579.png;;;;;;;;;;
negativePics/nosign11031.png;;;;;;;;;;
negativePics/nosign10027.png;;;;;;;;;;
aiua120214-2/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/speedLimit_1331867115.avi_image6.png;speedLimit25;813.0;199.0;0,0;aiua120214-2/DataLog02142012_002_external_camera.avi;19441.0;speedLimit_1331867115.avi;32.0;788.0;167.0
vid8/frameAnnotations-MVI_0120.MOV_annotations/pedestrianCrossing_1324866393.avi_image4.png;pedestrianCrossing;630.0;214.0;0,0;vid8/MVI_0120.MOV;7054.0;pedestrianCrossing_1324866393.avi;22.0;578.0;161.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/stop_1333394846.avi_image10.png;stop;693.0;188.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3861.0;stop_1333394846.avi;52.0;668.0;161.0
negativePics/nosign04293.png;;;;;;;;;;
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/zoneAhead45_1333394398.avi_image6.png;zoneAhead45;976.0;248.0;0,0;aiua120306-0/DataLog02142012_002_external_camera.avi;60779.0;zoneAhead45_1333394398.avi;32.0;910.0;165.0
aiua120214-1/frameAnnotations-DataLog02142012_001_external_camera.avi_annotations/addedLane_1331865769.avi_image7.png;addedLane;869.0;193.0;0,0;aiua120214-1/DataLog02142012_001_external_camera.avi;14834.0;addedLane_1331865769.avi;37.0;820.0;142.0
negativePics/nosign04674.png;;;;;;;;;;
negativePics/nosign04714.png;;;;;;;;;;
negativePics/nosign11361.png;;;;;;;;;;
aiua120214-2/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/speedLimit_1331866294.avi_image15.png;speedLimit30;670.0;203.0;0,0;aiua120214-2/DataLog02142012_002_external_camera.avi;989.0;speedLimit_1331866294.avi;137.0;649.0;177.0
vid8/frameAnnotations-MVI_0120.MOV_annotations/pedestrianCrossing_1324866135.avi_image2.png;pedestrianCrossing;436.0;225.0;0,0;vid8/MVI_0120.MOV;318.0;pedestrianCrossing_1324866135.avi;12.0;400.0;192.0
negativePics/nosign06338.png;;;;;;;;;;
negativePics/nosign01470.png;;;;;;;;;;
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/stop_1333388384.avi_image3.png;stop;391.0;198.0;0,0;aiua120306-0/DataLog02142012_002_external_camera.avi;5050.0;stop_1333388384.avi;20.0;364.0;171.0
negativePics/nosign01648.png;;;;;;;;;;
negativePics/nosign11236.png;;;;;;;;;;
negativePics/nosign02013.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/stop_1333397461.avi_image12.png;stop;168.0;181.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;51177.0;stop_1333397461.avi;62.0;140.0;153.0
negativePics/nosign04171.png;;;;;;;;;;
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/pedestrianCrossing_1333389986.avi_image17.png;pedestrianCrossing;747.0;175.0;0,0;aiua120306-0/DataLog02142012_002_external_camera.avi;15888.0;pedestrianCrossing_1333389986.avi;87.0;691.0;117.0
negativePics/nosign00399.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/pedestrianCrossing_1333396111.avi_image0.png;pedestrianCrossing;861.0;174.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;28187.0;pedestrianCrossing_1333396111.avi;2.0;809.0;119.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/stop_1333397705.avi_image5.png;stop;869.0;179.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;55159.0;stop_1333397705.avi;27.0;816.0;125.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/signalAhead_1333395101.avi_image6.png;signalAhead;373.0;199.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;8949.0;signalAhead_1333395101.avi;32.0;341.0;168.0
negativePics/nosign03691.png;;;;;;;;;;
negativePics/nosign09812.png;;;;;;;;;;
negativePics/nosign02224.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/yield_1333395861.avi_image22.png;yield;995.0;128.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;23419.0;yield_1333395861.avi;112.0;911.0;51.0
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/laneEnds_1333394350.avi_image8.png;laneEnds;762.0;144.0;0,1;aiua120306-0/DataLog02142012_002_external_camera.avi;59816.0;laneEnds_1333394350.avi;42.0;720.0;98.0
aiua120214-2/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/rampSpeedAdvisory_1331866717.avi_image9.png;rampSpeedAdvisory45;859.0;214.0;0,1;aiua120214-2/DataLog02142012_002_external_camera.avi;10152.0;rampSpeedAdvisory_1331866717.avi;47.0;830.0;177.0
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/speedLimit35_1333393320.avi_image9.png;speedLimit35;753.0;156.0;0,0;aiua120306-0/DataLog02142012_002_external_camera.avi;43925.0;speedLimit35_1333393320.avi;47.0;722.0;118.0
aiua120214-2/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/stop_1331866288.avi_image27.png;speedLimit30;602.0;201.0;0,0;aiua120214-2/DataLog02142012_002_external_camera.avi;870.0;stop_1331866288.avi;137.0;587.0;182.0
negativePics/nosign07049.png;;;;;;;;;;
negativePics/nosign11461.png;;;;;;;;;;
negativePics/nosign01628.png;;;;;;;;;;
negativePics/nosign08450.png;;;;;;;;;;
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/stop_1333388556.avi_image1.png;stop;653.0;199.0;0,0;aiua120306-0/DataLog02142012_002_external_camera.avi;8601.0;stop_1333388556.avi;7.0;632.0;179.0
aiua120214-1/frameAnnotations-DataLog02142012_001_external_camera.avi_annotations/rampSpeedAdvisory_1331865676.avi_image2.png;rampSpeedAdvisory40;966.0;214.0;0,1;aiua120214-1/DataLog02142012_001_external_camera.avi;12982.0;rampSpeedAdvisory_1331865676.avi;12.0;927.0;164.0
negativePics/nosign03310.png;;;;;;;;;;
negativePics/nosign05656.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/stop_1333394846.avi_image12.png;doNotEnter;192.0;205.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3871.0;stop_1333394846.avi;62.0;169.0;174.0
negativePics/nosign11523.png;;;;;;;;;;
negativePics/nosign10542.png;;;;;;;;;;
aiua120214-1/frameAnnotations-DataLog02142012_001_external_camera.avi_annotations/pedestrianCrossing_1331866041.avi_image15.png;signalAhead;718.0;224.0;0,0;aiua120214-1/DataLog02142012_001_external_camera.avi;20679.0;pedestrianCrossing_1331866041.avi;77.0;697.0;202.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/speedLimit25_1333395773.avi_image8.png;speedLimit25;722.0;204.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;21844.0;speedLimit25_1333395773.avi;42.0;701.0;178.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/speedLimit35_1333396449.avi_image14.png;speedLimit35;857.0;180.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;35812.0;speedLimit35_1333396449.avi;72.0;821.0;136.0
negativePics/nosign07130.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/pedestrianCrossing_1333395514.avi_image1.png;pedestrianCrossing;636.0;205.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;17944.0;pedestrianCrossing_1333395514.avi;7.0;614.0;184.0
negativePics/nosign01685.png;;;;;;;;;;
negativePics/nosign01601.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/pedestrianCrossing_1333395817.avi_image14.png;yield;440.0;193.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;22635.0;pedestrianCrossing_1333395817.avi;72.0;417.0;172.0
aiua120214-2/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/speedLimit_1331866517.avi_image7.png;speedLimit35;858.0;205.0;0,0;aiua120214-2/DataLog02142012_002_external_camera.avi;5745.0;speedLimit_1331866517.avi;37.0;839.0;182.0
negativePics/nosign08969.png;;;;;;;;;;
negativePics/nosign03537.png;;;;;;;;;;
negativePics/nosign05483.png;;;;;;;;;;
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/school_1333388530.avi_image0.png;school;671.0;205.0;0,0;aiua120306-0/DataLog02142012_002_external_camera.avi;8149.0;school_1333388530.avi;2.0;650.0;185.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/stop_1333394846.avi_image17.png;stop;795.0;156.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3896.0;stop_1333394846.avi;87.0;757.0;116.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/roundabout_1333395854.avi_image2.png;roundabout;656.0;198.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;23197.0;roundabout_1333395854.avi;12.0;630.0;172.0
negativePics/nosign08792.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/stop_1333394846.avi_image9.png;doNotEnter;222.0;206.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3856.0;stop_1333394846.avi;47.0;202.0;180.0
negativePics/nosign07271.png;;;;;;;;;;
aiua120214-2/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/signalAhead_1331866552.avi_image13.png;signalAhead;710.0;216.0;0,0;aiua120214-2/DataLog02142012_002_external_camera.avi;6591.0;signalAhead_1331866552.avi;67.0;676.0;182.0
vid9/frameAnnotations-MVI_0121.MOV_annotations/speedLimit_1324866572.avi_image4.png;speedLimit35;548.0;234.0;0,0;vid9/MVI_0121.MOV;3229.0;speedLimit_1324866572.avi;22.0;528.0;210.0
negativePics/nosign09037.png;;;;;;;;;;
negativePics/nosign00279.png;;;;;;;;;;
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/rampSpeedAdvisory20_1333392327.avi_image6.png;rampSpeedAdvisory20;821.0;206.0;0,0;aiua120306-0/DataLog02142012_002_external_camera.avi;22574.0;rampSpeedAdvisory20_1333392327.avi;32.0;782.0;158.0
negativePics/nosign06396.png;;;;;;;;;;
negativePics/nosign05681.png;;;;;;;;;;
negativePics/nosign08269.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/pedestrianCrossing_1333395389.avi_image3.png;pedestrianCrossing;852.0;166.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;15617.0;pedestrianCrossing_1333395389.avi;17.0;818.0;131.0
negativePics/nosign06187.png;;;;;;;;;;
negativePics/nosign04049.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/pedestrianCrossing_1333397756.avi_image5.png;pedestrianCrossing;668.0;217.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;56095.0;pedestrianCrossing_1333397756.avi;32.0;651.0;200.0
negativePics/nosign02548.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/yieldAhead_1333395674.avi_image9.png;pedestrianCrossing;647.0;220.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;20761.0;yieldAhead_1333395674.avi;47.0;624.0;197.0
aiua120214-2/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/stop_1331867195.avi_image18.png;stop;808.0;182.0;0,1;aiua120214-2/DataLog02142012_002_external_camera.avi;21260.0;stop_1331867195.avi;128.0;782.0;140.0
aiua120214-2/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/stopAhead_1331866330.avi_image14.png;stopAhead;862.0;225.0;0,0;aiua120214-2/DataLog02142012_002_external_camera.avi;1681.0;stopAhead_1331866330.avi;72.0;817.0;180.0
negativePics/nosign02095.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/pedestrianCrossing_1333395588.avi_image26.png;curveRight;765.0;201.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;19632.0;pedestrianCrossing_1333395588.avi;132.0;730.0;165.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/stop_1333394846.avi_image0.png;doNotEnter;301.0;215.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3811.0;stop_1333394846.avi;2.0;286.0;197.0
negativePics/nosign11491.png;;;;;;;;;;
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/rightLaneMustTurn_1330546501.avi_image5.png;rightLaneMustTurn;939.0;140.0;0,0;aiua120214-0/DataLog02142012_external_camera.avi;15929.0;rightLaneMustTurn_1330546501.avi;27.0;879.0;78.0
negativePics/nosign06115.png;;;;;;;;;;
negativePics/nosign04464.png;;;;;;;;;;
negativePics/nosign08109.png;;;;;;;;;;
negativePics/nosign08834.png;;;;;;;;;;
negativePics/nosign07569.png;;;;;;;;;;
negativePics/nosign01451.png;;;;;;;;;;
aiua120214-2/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/stop_1331867195.avi_image10.png;stop;831.0;150.0;0,0;aiua120214-2/DataLog02142012_002_external_camera.avi;21204.0;stop_1331867195.avi;72.0;772.0;91.0
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/speedLimit_1330546143.avi_image7.png;speedLimit15;821.0;194.0;0,0;aiua120214-0/DataLog02142012_external_camera.avi;7501.0;speedLimit_1330546143.avi;37.0;785.0;159.0
negativePics/nosign04294.png;;;;;;;;;;
negativePics/nosign09738.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/speedLimit30_1333396701.avi_image5.png;speedLimit30;677.0;196.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;39852.0;speedLimit30_1333396701.avi;27.0;655.0;168.0
negativePics/nosign01114.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/speedLimit25_1333395567.avi_image1.png;speedLimit25;773.0;215.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;19164.0;speedLimit25_1333395567.avi;7.0;749.0;184.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/pedestrianCrossing_1333395860.avi_image3.png;pedestrianCrossing;636.0;218.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;23306.0;pedestrianCrossing_1333395860.avi;17.0;609.0;191.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/yieldAhead_1333397601.avi_image13.png;stopAhead;661.0;141.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;53738.0;yieldAhead_1333397601.avi;67.0;628.0;107.0
negativePics/nosign06631.png;;;;;;;;;;
negativePics/nosign11615.png;;;;;;;;;;
negativePics/nosign09775.png;;;;;;;;;;
negativePics/nosign08708.png;;;;;;;;;;
negativePics/nosign10357.png;;;;;;;;;;
